,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6
0,199130301,1/5/2017 12:26,0,Broken down vehicle ,101,4500,0.3,8,94.0,102.0,96.0
1,199130301,1/5/2017 12:27,0,Broken down vehicle ,101,4560,0.3,9,94.0,102.0,96.0
2,199130301,1/5/2017 12:28,0,Broken down vehicle ,101,4620,0.3,9,94.0,102.0,96.0
3,199130301,1/5/2017 12:29,0,Broken down vehicle ,100,4680,0.3,9,95.0,103.0,97.0
4,199130301,1/5/2017 12:30,0,Broken down vehicle ,101,4680,0.3,9,94.0,102.0,99.0
5,199130301,1/5/2017 12:31,0,Broken down vehicle ,101,4740,0.3,9,94.0,102.0,99.0
6,199130301,1/5/2017 12:32,0,Broken down vehicle ,101,4620,0.3,9,94.0,102.0,99.0
7,199130301,1/5/2017 12:33,0,Broken down vehicle ,101,4500,0.3,9,94.0,102.0,99.0
8,199130301,1/5/2017 12:34,0,Broken down vehicle ,101,4560,0.3,9,94.0,102.0,99.0
9,199130301,1/5/2017 12:35,0,Broken down vehicle ,101,4620,0.3,9,94.0,102.0,99.0
10,199130301,1/5/2017 12:36,0,Broken down vehicle ,101,4680,0.3,9,94.0,102.0,99.0
11,199130301,1/5/2017 12:37,0,Broken down vehicle ,101,4740,0.3,9,94.0,102.0,99.0
12,199130301,1/5/2017 12:38,0,Broken down vehicle ,101,4860,0.3,9,94.0,102.0,99.0
13,199130301,1/5/2017 12:39,0,Broken down vehicle ,100,4920,0.3,9,95.0,103.0,100.0
14,199130301,1/5/2017 12:40,0,Broken down vehicle ,100,4920,0.3,9,95.0,103.0,100.0
15,199130301,1/5/2017 12:41,0,Broken down vehicle ,100,4980,0.3,9,95.0,103.0,100.0
16,199130301,1/5/2017 12:42,0,Broken down vehicle ,100,4920,0.3,9,95.0,103.0,100.0
17,199130301,1/5/2017 12:43,0,Broken down vehicle ,100,4920,0.3,9,95.0,103.0,100.0
18,199130301,1/5/2017 12:44,0,Broken down vehicle ,100,4860,0.3,9,95.0,103.0,100.0
19,199130301,1/5/2017 12:45,0,Broken down vehicle ,100,4920,0.3,9,95.0,103.0,100.0
20,199130301,1/5/2017 12:46,0,Broken down vehicle ,100,4920,0.3,9,95.0,103.0,100.0
21,199130301,1/5/2017 12:47,0,Broken down vehicle ,100,4920,0.3,9,95.0,103.0,100.0
22,199130301,1/5/2017 12:48,0,Broken down vehicle ,100,4860,0.3,9,95.0,103.0,100.0
23,199130301,1/5/2017 12:49,0,Broken down vehicle ,100,4860,0.3,10,95.0,103.0,100.0
24,199130301,1/5/2017 12:50,0,Broken down vehicle ,100,4800,0.3,9,95.0,103.0,100.0
25,199130301,1/5/2017 12:51,0,Broken down vehicle ,100,4740,0.3,9,95.0,103.0,100.0
26,199130301,1/5/2017 12:52,0,Broken down vehicle ,100,4740,0.3,9,95.0,103.0,100.0
27,199130301,1/5/2017 12:53,0,Broken down vehicle ,100,4800,0.3,9,95.0,103.0,100.0
28,199130301,1/5/2017 12:54,0,Broken down vehicle ,100,4860,0.3,9,95.0,103.0,100.0
29,199130301,1/5/2017 12:55,0,Broken down vehicle ,100,4860,0.3,9,95.0,103.0,100.0
30,199130301,1/5/2017 12:56,0,Broken down vehicle ,100,4860,0.3,9,95.0,103.0,100.0
31,199130301,1/5/2017 12:57,0,Broken down vehicle ,100,4860,0.3,10,95.0,103.0,100.0
32,199130301,1/5/2017 12:58,0,Broken down vehicle ,100,4980,0.3,10,95.0,103.0,100.0
33,199130301,1/5/2017 12:59,0,Broken down vehicle ,100,5100,0.3,10,95.0,103.0,100.0
34,199130301,1/5/2017 13:00,0,Broken down vehicle ,100,5100,0.3,10,95.0,103.0,100.0
