,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6
0,199121901,1/27/2017 5:44,0,Congestion ,108,1200,1.3,4,106.0,122.0,109.0
1,199121901,1/27/2017 5:45,0,Congestion ,108,1260,1.3,4,106.0,122.0,109.0
2,199121901,1/27/2017 5:46,0,Congestion ,108,1260,1.3,4,106.0,122.0,109.0
3,199121901,1/27/2017 5:47,0,Congestion ,108,1260,1.3,4,106.0,122.0,109.0
4,199121901,1/27/2017 5:48,0,Congestion ,108,1320,1.3,4,106.0,122.0,109.0
5,199121901,1/27/2017 5:49,0,Congestion ,107,1320,1.3,4,107.0,120.0,110.0
6,199121901,1/27/2017 5:50,0,Congestion ,108,1320,1.3,4,106.0,122.0,113.0
7,199121901,1/27/2017 5:51,0,Congestion ,108,1320,1.2,4,106.0,122.0,113.0
8,199121901,1/27/2017 5:52,0,Congestion ,108,1320,1.2,4,106.0,122.0,113.0
9,199121901,1/27/2017 5:53,0,Congestion ,107,1320,1.2,4,107.0,120.0,110.0
10,199121901,1/27/2017 5:54,0,Congestion ,108,1380,1.2,4,106.0,122.0,113.0
11,199121901,1/27/2017 5:55,0,Congestion ,108,1440,1.2,4,106.0,122.0,113.0
12,199121901,1/27/2017 5:56,0,Congestion ,108,1440,1.2,4,106.0,122.0,113.0
13,199121901,1/27/2017 5:57,0,Congestion ,108,1500,1.1,4,106.0,122.0,113.0
14,199121901,1/27/2017 5:58,0,Congestion ,108,1500,1.2,4,106.0,122.0,113.0
15,199121901,1/27/2017 5:59,0,Congestion ,108,1560,1.1,4,106.0,122.0,113.0
16,199121901,1/27/2017 6:00,0,Congestion ,108,1620,1.1,4,106.0,122.0,113.0
17,199121901,1/27/2017 6:01,0,Congestion ,108,1620,1.1,4,106.0,122.0,113.0
18,199121901,1/27/2017 6:02,0,Congestion ,108,1680,1.1,4,106.0,122.0,113.0
19,199121901,1/27/2017 6:03,0,Congestion ,108,1680,1.1,4,106.0,122.0,113.0
20,199121901,1/27/2017 6:04,0,Congestion ,108,1680,1.1,4,106.0,122.0,113.0
21,199121901,1/27/2017 6:05,0,Congestion ,108,1680,1.1,4,106.0,122.0,109.0
22,199121901,1/27/2017 6:06,0,Congestion ,108,1740,1.0,4,106.0,122.0,109.0
23,199121901,1/27/2017 6:07,0,Congestion ,108,1740,1.0,4,106.0,122.0,109.0
24,199121901,1/27/2017 6:08,0,Congestion ,108,1740,1.0,4,106.0,122.0,109.0
25,199121901,1/27/2017 6:09,0,Congestion ,108,1740,1.0,4,106.0,122.0,109.0
26,199121901,1/27/2017 6:10,0,Congestion ,108,1740,1.0,4,106.0,122.0,109.0
27,199121901,1/27/2017 6:11,0,Congestion ,109,1800,0.9,4,105.0,121.0,112.0
28,199121901,1/27/2017 6:12,0,Congestion ,109,1800,0.9,4,105.0,121.0,112.0
29,199121901,1/27/2017 6:13,0,Congestion ,109,1800,0.9,4,105.0,121.0,112.0
30,199121901,1/27/2017 6:14,0,Congestion ,109,1800,0.9,4,105.0,121.0,112.0
31,199121901,1/27/2017 6:15,0,Congestion ,109,1800,0.9,4,105.0,121.0,112.0
32,199121901,1/27/2017 6:16,0,Congestion ,109,1860,0.9,4,105.0,121.0,112.0
33,199121901,1/27/2017 6:17,0,Congestion ,108,1920,0.8,4,106.0,122.0,109.0
34,199121901,1/27/2017 6:18,0,Congestion ,108,1980,0.8,5,106.0,122.0,109.0
35,199121901,1/27/2017 6:19,0,Congestion ,108,2040,0.8,5,106.0,122.0,109.0
36,199121901,1/27/2017 6:20,0,Congestion ,108,2160,0.8,5,106.0,122.0,109.0
37,199121901,1/27/2017 6:21,0,Congestion ,108,2160,0.7,5,106.0,122.0,109.0
38,199121901,1/27/2017 6:22,0,Congestion ,107,2220,0.7,5,107.0,120.0,110.0
39,199121901,1/27/2017 6:23,0,Congestion ,107,2280,0.7,5,107.0,120.0,110.0
40,199121901,1/27/2017 6:24,0,Congestion ,107,2340,0.6,5,107.0,120.0,110.0
41,199121901,1/27/2017 6:25,0,Congestion ,107,2400,0.6,5,107.0,120.0,110.0
42,199121901,1/27/2017 6:26,0,Congestion ,107,2400,0.6,5,107.0,120.0,110.0
43,199121901,1/27/2017 6:27,0,Congestion ,107,2460,0.6,5,107.0,120.0,110.0
44,199121901,1/27/2017 6:28,0,Congestion ,107,2460,0.6,5,107.0,120.0,110.0
45,199121901,1/27/2017 6:29,0,Congestion ,106,2520,0.6,6,108.0,121.0,111.0
46,199121901,1/27/2017 6:30,0,Congestion ,106,2580,0.6,5,108.0,121.0,111.0
47,199121901,1/27/2017 6:31,0,Congestion ,106,2640,0.6,6,108.0,121.0,111.0
48,199121901,1/27/2017 6:32,0,Congestion ,106,2700,0.5,6,108.0,121.0,111.0
