,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,199002802,1/6/2017 14:14,0,Road traffic collision ,108,3840,0.4,8,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:15,0,Road traffic collision ,108,3900,0.4,8,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:16,0,Road traffic collision ,108,3900,0.4,8,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:17,0,Road traffic collision ,108,3780,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:18,0,Road traffic collision ,109,3720,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:19,0,Road traffic collision ,109,3720,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:20,0,Road traffic collision ,109,3780,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:21,0,Road traffic collision ,109,3600,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:22,0,Road traffic collision ,109,3600,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:23,0,Road traffic collision ,109,3660,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:24,0,Road traffic collision ,109,3660,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:25,0,Road traffic collision ,111,3600,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:26,0,Road traffic collision ,111,3540,0.4,6,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:27,0,Road traffic collision ,111,3540,0.4,6,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:28,0,Road traffic collision ,111,3420,0.4,6,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:29,0,Road traffic collision ,111,3420,0.4,6,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:30,0,Road traffic collision ,111,3420,0.4,6,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:31,0,Road traffic collision ,111,3600,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:32,0,Road traffic collision ,111,3600,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:33,0,Road traffic collision ,109,3600,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:34,0,Road traffic collision ,109,3720,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:35,0,Road traffic collision ,109,3720,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:36,0,Road traffic collision ,109,3660,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:37,0,Road traffic collision ,109,3720,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:38,0,Road traffic collision ,108,3660,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:39,0,Road traffic collision ,108,3660,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:40,0,Road traffic collision ,108,3720,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:41,0,Road traffic collision ,108,3780,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:42,0,Road traffic collision ,108,3840,0.4,7,28.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:43,0,Road traffic collision ,106,3900,0.4,8,29.0,32.0,29.0,2,,0,0
0,199002802,1/6/2017 14:44,0,Road traffic collision ,106,3900,0.4,8,29.0,32.0,29.0,2,,0,0
