,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,199004401,1/19/2017 8:42,0,Vehicle tyre change ,98,5340,0.2,10,141.0,145.0,141.0,2,,0,0
0,199004401,1/19/2017 8:43,0,Vehicle tyre change ,98,5400,0.2,10,141.0,145.0,141.0,2,,0,0
0,199004401,1/19/2017 8:44,0,Vehicle tyre change ,98,5520,0.2,11,141.0,145.0,141.0,2,,0,0
0,199004401,1/19/2017 8:45,0,Vehicle tyre change ,98,5520,0.2,11,141.0,145.0,141.0,2,,0,0
0,199004401,1/19/2017 8:46,0,Vehicle tyre change ,97,5580,0.2,11,143.0,143.0,139.0,2,,0,0
0,199004401,1/19/2017 8:47,0,Vehicle tyre change ,97,5580,0.2,11,143.0,143.0,139.0,2,,0,0
0,199004401,1/19/2017 8:48,0,Vehicle tyre change ,97,5580,0.2,11,143.0,143.0,139.0,2,,0,0
0,199004401,1/19/2017 8:49,0,Vehicle tyre change ,97,5640,0.2,11,143.0,143.0,139.0,2,,0,0
0,199004401,1/19/2017 8:50,0,Vehicle tyre change ,97,5580,0.2,11,143.0,146.0,139.0,2,,0,0
0,199004401,1/19/2017 8:51,0,Vehicle tyre change ,97,5580,0.2,11,143.0,146.0,139.0,2,,0,0
0,199004401,1/19/2017 8:52,0,Vehicle tyre change ,97,5520,0.2,11,143.0,146.0,139.0,2,,0,0
0,199004401,1/19/2017 8:53,0,Vehicle tyre change ,98,5460,0.2,11,141.0,145.0,141.0,2,,0,0
0,199004401,1/19/2017 8:54,0,Vehicle tyre change ,98,5460,0.2,11,141.0,145.0,141.0,2,,0,0
0,199004401,1/19/2017 8:55,0,Vehicle tyre change ,97,5460,0.2,11,143.0,146.0,139.0,2,,0,0
0,199004401,1/19/2017 8:56,0,Vehicle tyre change ,99,5460,0.2,11,140.0,144.0,140.0,2,,0,0
