,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,380,380.0,679.0,8.1655443612228e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between Cobham Services Surrey and J11 for A317 Chertsey,2017-01-04T07:58:43.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
0,2715,2725.0,4659.0,8.216149653333647e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between Cobham Services Surrey and J11 for A317 London,2017-01-18T07:07:27.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges
