,10,10,10,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause
0,1434,1444.0,2484.0,8.195924033676902e+17,TRAVEL: #M25: One lane closed due to flooding anticlockwise before J9 #Leatherhead: Snow heavy especially between #Godstone &amp; #Guildford,2017-01-12T17:10:30.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0,snow heavy clos flood
0,1435,1445.0,2485.0,8.195924035732111e+17,TRAVEL: #M25: One lane closed due to flooding anticlockwise before J9 #Leatherhead: Snow heavy especially between #Godstone &amp; #Guildford,2017-01-12T17:10:30.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,snow heavy clos flood
