,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,199063901,1/1/2017 11:58,0,Congestion ,115,2040,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 11:59,0,Congestion ,114,2040,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:00,0,Congestion ,114,2100,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:01,0,Congestion ,114,2100,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:02,0,Congestion ,114,1980,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:03,0,Congestion ,114,1980,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:04,0,Congestion ,114,1980,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:05,0,Congestion ,114,1980,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:06,0,Congestion ,114,2040,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:07,0,Congestion ,114,1980,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:08,0,Congestion ,114,1980,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:09,0,Congestion ,114,1980,0.6,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:10,0,Congestion ,114,2040,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:11,0,Congestion ,114,2040,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:12,0,Congestion ,114,2100,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:13,0,Congestion ,114,2040,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:14,0,Congestion ,114,2040,0.5,4,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:15,0,Congestion ,112,2100,0.5,4,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:16,0,Congestion ,112,2100,0.5,4,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:17,0,Congestion ,112,2160,0.5,4,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:18,0,Congestion ,112,2220,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:19,0,Congestion ,114,2100,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:20,0,Congestion ,113,2280,0.5,5,15.0,17.0,15.0,2,,0,0
0,199063901,1/1/2017 12:21,0,Congestion ,112,2280,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:22,0,Congestion ,112,2220,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:23,0,Congestion ,112,2280,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:24,0,Congestion ,112,2280,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:25,0,Congestion ,112,2340,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:26,0,Congestion ,112,2400,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:27,0,Congestion ,113,2340,0.5,5,15.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:28,0,Congestion ,114,2340,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:29,0,Congestion ,114,2160,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:30,0,Congestion ,114,2220,0.6,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:31,0,Congestion ,114,2160,0.6,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:32,0,Congestion ,114,2280,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:33,0,Congestion ,113,2340,0.5,5,15.0,17.0,15.0,2,,0,0
0,199063901,1/1/2017 12:34,0,Congestion ,114,2340,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:35,0,Congestion ,114,2340,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:36,0,Congestion ,114,2340,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:37,0,Congestion ,114,2400,0.5,5,14.0,17.0,14.0,2,,0,0
0,199063901,1/1/2017 12:38,0,Congestion ,114,2400,0.5,5,14.0,17.0,14.0,2,,0,0
