,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,200045780,1/26/2017 15:34,0,Congestion ,101,6180,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:35,0,Congestion ,101,6240,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:36,0,Congestion ,101,6360,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:37,0,Congestion ,101,6300,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:38,0,Congestion ,100,6420,0.2,12,72.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 15:39,0,Congestion ,100,6420,0.2,12,72.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 15:40,0,Congestion ,101,6360,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:41,0,Congestion ,101,6300,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:42,0,Congestion ,101,6300,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:43,0,Congestion ,100,6360,0.2,12,72.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 15:44,0,Congestion ,100,6300,0.2,12,72.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 15:45,0,Congestion ,100,6420,0.2,12,72.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 15:46,0,Congestion ,100,6360,0.2,12,72.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 15:47,0,Congestion ,101,6300,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:48,0,Congestion ,100,6300,0.2,12,72.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 15:49,0,Congestion ,101,6240,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:50,0,Congestion ,101,6180,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:51,0,Congestion ,101,6120,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:52,0,Congestion ,101,6180,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:53,0,Congestion ,101,6180,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:54,0,Congestion ,101,6120,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:55,0,Congestion ,101,6180,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:56,0,Congestion ,101,6180,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:57,0,Congestion ,101,6180,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:58,0,Congestion ,101,6240,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 15:59,0,Congestion ,101,6240,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 16:00,0,Congestion ,101,6300,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 16:01,0,Congestion ,103,6240,0.2,11,70.0,74.0,74.0,2,,0,0
0,200045780,1/26/2017 16:02,0,Congestion ,101,6360,0.2,12,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 16:03,0,Congestion ,101,6240,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 16:04,0,Congestion ,101,6300,0.2,11,71.0,73.0,73.0,2,,0,0
0,200045780,1/26/2017 16:05,0,Congestion ,101,6180,0.2,11,71.0,73.0,75.0,2,,0,0
0,200045780,1/26/2017 16:06,0,Congestion ,101,6180,0.2,11,71.0,73.0,75.0,2,,0,0
