,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,199055701,1/6/2017 16:57,0,Congestion ,87,5340,0.2,13,322.0,299.0,361.0,2.0,,0.0,0.0
0,199055701,1/6/2017 16:58,0,Congestion ,86,5280,0.2,13,326.0,295.0,365.0,2.0,,0.0,0.0
0,199055701,1/6/2017 16:59,0,Congestion ,87,5280,0.3,13,322.0,299.0,361.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:00,0,Congestion ,87,5280,0.3,13,322.0,299.0,369.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:01,0,Congestion ,86,5280,0.3,13,326.0,295.0,373.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:02,0,Congestion ,86,5220,0.3,13,326.0,295.0,373.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:03,0,Congestion ,86,5220,0.3,13,326.0,295.0,373.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:04,0,Congestion ,86,5220,0.3,13,326.0,295.0,373.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:05,0,Congestion ,86,5220,0.3,13,326.0,295.0,373.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:06,0,Congestion ,86,5220,0.3,13,326.0,295.0,373.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:07,0,Congestion ,85,5220,0.3,13,330.0,299.0,377.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:08,0,Congestion ,86,5220,0.3,13,326.0,295.0,373.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:09,0,Congestion ,85,5220,0.3,13,330.0,299.0,377.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:10,0,Congestion ,85,5220,0.3,13,330.0,299.0,377.0,2.0,,0.0,0.0
0,199055701,1/6/2017 17:11,0,Congestion ,85,5220,0.3,13,330.0,299.0,377.0,2.0,,0.0,0.0
