,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,104047102,1/28/2017 10:56,0,Road traffic collision ,106,4560,0.3,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 10:57,0,Road traffic collision ,106,4560,0.3,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 10:58,0,Road traffic collision ,106,4620,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 10:59,0,Road traffic collision ,106,4680,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:00,0,Road traffic collision ,106,4680,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:01,0,Road traffic collision ,106,4680,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:02,0,Road traffic collision ,104,4680,0.3,9,101.0,115.0,109.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:03,0,Road traffic collision ,104,4620,0.3,9,101.0,115.0,109.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:04,0,Road traffic collision ,106,4560,0.3,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:05,0,Road traffic collision ,106,4560,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:06,0,Road traffic collision ,106,4500,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:07,0,Road traffic collision ,106,4380,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:08,0,Road traffic collision ,106,4380,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:09,0,Road traffic collision ,106,4380,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:10,0,Road traffic collision ,106,4380,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:11,0,Road traffic collision ,107,4320,0.4,7,98.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:12,0,Road traffic collision ,106,4260,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:13,0,Road traffic collision ,106,4200,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:15,0,Road traffic collision ,107,4200,0.4,7,98.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:16,0,Road traffic collision ,107,4260,0.4,8,98.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:17,0,Road traffic collision ,106,4320,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:18,0,Road traffic collision ,107,4380,0.3,8,98.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:19,0,Road traffic collision ,107,4500,0.3,8,98.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:20,0,Road traffic collision ,106,4560,0.3,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:21,0,Road traffic collision ,106,4620,0.3,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:22,0,Road traffic collision ,106,4560,0.3,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:23,0,Road traffic collision ,104,4560,0.3,9,101.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:24,0,Road traffic collision ,104,4620,0.3,9,101.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:25,0,Road traffic collision ,106,4620,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:26,0,Road traffic collision ,106,4620,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:27,0,Road traffic collision ,106,4620,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:28,0,Road traffic collision ,104,4560,0.3,9,101.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:29,0,Road traffic collision ,104,4560,0.3,9,101.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:30,0,Road traffic collision ,104,4620,0.3,9,101.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:31,0,Road traffic collision ,104,4620,0.3,9,101.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:32,0,Road traffic collision ,105,4560,0.3,9,100.0,114.0,105.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:33,0,Road traffic collision ,106,4500,0.3,9,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:34,0,Road traffic collision ,106,4440,0.3,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:35,0,Road traffic collision ,106,4440,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:36,0,Road traffic collision ,106,4440,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:37,0,Road traffic collision ,106,4440,0.4,8,99.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:38,0,Road traffic collision ,105,4500,0.4,9,100.0,114.0,105.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:39,0,Road traffic collision ,105,4560,0.4,9,100.0,114.0,105.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:40,0,Road traffic collision ,105,4560,0.3,9,100.0,114.0,105.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:41,0,Road traffic collision ,105,4560,0.3,9,100.0,114.0,105.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:42,0,Road traffic collision ,103,4560,0.3,9,102.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:43,0,Road traffic collision ,103,4560,0.3,9,102.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:44,0,Road traffic collision ,103,4560,0.3,9,102.0,116.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:45,0,Road traffic collision ,102,4560,0.3,9,103.0,114.0,108.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:46,0,Road traffic collision ,102,4620,0.3,9,103.0,114.0,108.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:47,0,Road traffic collision ,101,4620,0.3,9,104.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:48,0,Road traffic collision ,99,4620,0.3,9,106.0,114.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:49,0,Road traffic collision ,98,4560,0.3,9,107.0,115.0,107.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:50,0,Road traffic collision ,97,4620,0.3,10,108.0,114.0,108.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:51,0,Road traffic collision ,96,4620,0.3,10,109.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:52,0,Road traffic collision ,96,4620,0.3,10,109.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:53,0,Road traffic collision ,94,4740,0.3,10,111.0,114.0,108.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:54,0,Road traffic collision ,96,4740,0.3,10,109.0,115.0,106.0,2.0,,0.0,0.0
0,104047102,1/28/2017 11:55,0,Road traffic collision ,96,4740,0.3,10,109.0,115.0,106.0,2.0,,0.0,0.0
