,sensor,date,class,reason,speed,feat1,feat2,feat3,feat4,feat5,feat6,predicted,user_name,followers_count,verified
0,199131301,1/1/2017 18:04,0,Road traffic collision ,107,3600,0.4,6,337.0,357.0,317.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:05,0,Road traffic collision ,106,3540,0.4,6,340.0,360.0,320.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:06,0,Road traffic collision ,107,3600,0.4,6,337.0,357.0,317.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:07,0,Road traffic collision ,106,3600,0.4,6,340.0,360.0,320.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:08,0,Road traffic collision ,107,3660,0.4,6,337.0,357.0,317.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:09,0,Road traffic collision ,107,3660,0.4,6,337.0,357.0,317.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:10,0,Road traffic collision ,107,3660,0.4,6,337.0,367.0,317.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:11,0,Road traffic collision ,107,3660,0.4,6,337.0,367.0,317.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:12,0,Road traffic collision ,107,3600,0.4,6,337.0,367.0,317.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:13,0,Road traffic collision ,108,3540,0.4,6,334.0,364.0,324.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:14,0,Road traffic collision ,109,3540,0.4,6,331.0,361.0,321.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:15,0,Road traffic collision ,109,3480,0.4,6,331.0,361.0,321.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:16,0,Road traffic collision ,108,3480,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:17,0,Road traffic collision ,108,3480,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:18,0,Road traffic collision ,109,3480,0.4,5,331.0,361.0,321.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:19,0,Road traffic collision ,109,3480,0.4,5,331.0,361.0,321.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:20,0,Road traffic collision ,109,3420,0.4,5,331.0,361.0,321.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:21,0,Road traffic collision ,109,3420,0.4,5,331.0,361.0,321.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:22,0,Road traffic collision ,108,3360,0.5,5,334.0,364.0,324.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:23,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:24,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:25,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:26,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:27,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:28,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:29,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:30,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:31,0,Road traffic collision ,108,3300,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:32,0,Road traffic collision ,108,3360,0.5,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:33,0,Road traffic collision ,108,3360,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:34,0,Road traffic collision ,108,3360,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:35,0,Road traffic collision ,108,3360,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:36,0,Road traffic collision ,108,3420,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:37,0,Road traffic collision ,108,3420,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:38,0,Road traffic collision ,108,3420,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:39,0,Road traffic collision ,108,3360,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:40,0,Road traffic collision ,109,3300,0.4,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:41,0,Road traffic collision ,108,3300,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:42,0,Road traffic collision ,108,3240,0.4,5,334.0,364.0,314.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:43,0,Road traffic collision ,109,3180,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:44,0,Road traffic collision ,109,3180,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:45,0,Road traffic collision ,109,3060,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:46,0,Road traffic collision ,109,3060,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:47,0,Road traffic collision ,109,3060,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:48,0,Road traffic collision ,109,3000,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:49,0,Road traffic collision ,109,3000,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:50,0,Road traffic collision ,109,3000,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:51,0,Road traffic collision ,109,3000,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:52,0,Road traffic collision ,109,3060,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:53,0,Road traffic collision ,109,3060,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:54,0,Road traffic collision ,109,3000,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
0,199131301,1/1/2017 18:55,0,Road traffic collision ,109,3000,0.5,5,331.0,361.0,311.0,2.0,,0.0,0.0
