,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class,predicted
0,8.169852672654868e+17,"M25 TRAFFIC NEWS - #HighwaysEngland @HighwaysSEAST  

All lanes are blocked on #M25 clockwise between J13 nr... https://t.co/oM1RvD1JZX",2017-01-05T12:30:41.000Z,61511100.0,CHT News (aka Crawley Happy Times),A local online newspaper reporting only the good positive news and events in Crawley. A great town in West Sussex! :-) xx,4191.0,0.0,block,1,0.0
