,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.157135693251256e+17,M25 westbound between (Heathrow) T5 and J14 | Anti-Clockwise | Congestion https://t.co/Ue7k5AIUMp,2017-01-02T00:17:24.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0,conges,0
