,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class,predicted
0,8.195913303388488e+17,#M25 anti-clockwise between J21A and J21 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T17:06:15.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0,1.0
1,8.215233258096312e+17,Eastern Traffic M25 anti-clockwise between J21A and J21 | Anti-Clockwise | Road Works https://t.co/OU36xpXLfy Drive Safe All,2017-01-18T01:03:18.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0,0.0
2,8.223623057237033e+17,#M25 anti-clockwise between J21A and J21 | Anti-Clockwise | Road Works | Hertfordshire https://t.co/gHHdtcZicH #east #uktraffic,2017-01-20T08:37:07.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0,0.0
3,8.261316635413791e+17,#M25 anti-clockwise between J21A and J21 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T18:15:12.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,1,1.0
4,8.261316647410033e+17,#M25 anti-clockwise between J21A and J21 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T18:15:12.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,conges full,1,1.0
